Id,Action
1,0.8617409338503257
2,0.9808191747423836
3,0.9596170313130753
4,0.9772493720690805
5,0.99572156775323994
6,0.9703530353960075
7,0.9797058975453936
8,0.9975294790896941
9,0.9400392160148626
10,0.9657029050363108
11,0.8255718694247743
12,0.9371070472692724
13,0.9242658598380741
14,0.907991193757191
15,0.9654850351744204
16,0.9903570921608728
17,0.9113231070592996
18,0.9049545252179542
19,0.974561191383378
20,0.9276985873754565
21,0.9972277950256107
22,0.9866831774381357
23,0.8732037668201487
24,0.9578061061443255
25,0.9495973871200235
26,0.8897167707520615
27,0.9826587416239779
28,0.8842174033102116
29,0.9721285322086157
30,0.9660040718788692
31,0.962452250489037
32,0.9193540374971105
33,0.9619512193607445
34,0.9797058975453936
35,0.962452250489037
36,0.9506321151690803
37,0.9764742350388131
38,0.9916263638333865
39,0.8992650751142944
40,0.9735415487811034
41,0.9108288102685502
42,0.9098623821430621
43,0.9721583923286594
44,0.9864837434558644
45,0.9335644957900481
46,0.9125058957860119
47,0.9794301254799911
48,0.9538172026446239
49,0.9990173131563804
50,0.9665009557192378
51,0.9966795930245627
52,0.9646519099338887
53,0.9878223925882752
54,0.9705035356549289
55,0.9198617596259592
56,0.8617409338503257
57,0.984025296424272
58,0.9878563938303577
59,0.9654268694498463
60,0.9098623821430621
61,0.942299897496193
62,0.9793463398807424
63,0.9636995451916864
64,0.9692535528645412
65,0.995047277338264
66,0.9860382246837651
67,0.904121622490421
68,0.9687865908027818
69,0.9274219036764492
70,0.7782745962080805
71,0.9233820202482175
72,0.9768609280339489
73,0.9495973871200235
74,0.9725861043321805
75,0.9794301254799911
76,0.9732913219553558
77,0.9677299835556148
78,0.9403994607776072
79,0.9428229685113527
80,0.9908352059611732
81,0.9619762244056915
82,0.966905733019567
83,0.961382099706151
84,0.9740541138006874
85,0.9068594106860589
86,0.9176618826842199
87,0.8882658621099144
88,0.9669576591522688
89,0.952769545767772
90,0.9515890389370141
91,0.9193540374971105
92,0.9696302138335555
93,0.9869143306880809
94,0.7968201527153457
95,0.9552526804315774
96,0.9249739988313918
97,0.8255718694247743
98,0.9960015294201584
99,0.9860382246837651
100,0.9309758920801905
101,0.8992613750598046
102,0.9477779487537813
103,0.9481168429066127
104,0.9400392160148626
105,0.8442626494609118
106,0.9921758469034623
107,0.987731337618339
108,0.902270230021022
109,0.9737767711035094
110,0.9616687163876598
111,0.8255718694247743
112,0.9604328017720661
113,0.9076572634600566
114,0.9349696923872487
115,0.964978253132839
116,0.962452250489037
117,0.962452250489037
118,0.9190228959061247
119,0.9963868325894887
120,0.9367732712216233
121,0.9515890389370141
122,0.9434409653771157
123,0.8731688913336589
124,0.9902877879079165
125,0.9428229685113527
126,0.9354507394788932
127,0.8698541665634408
128,0.8388402952873141
129,0.904951434804031
130,0.9686391108590082
131,0.985605810922289
132,0.9739905258885603
133,0.9049545252179542
134,0.904951434804031
135,0.9687865908027818
136,0.9274219036764492
137,0.9725861043321805
138,0.9434409653771157
139,0.9249739988313918
140,0.9596170313130753
141,0.9852152513211192
142,0.9511465445091644
143,0.970217513070524
144,0.9705035356549289
145,0.9860382246837651
146,0.8356504405387409
147,0.8671809766769337
148,0.8587595949405299
149,0.9878563938303577
150,0.9600120461360301
151,0.9696302138335555
152,0.9403994607776072
153,0.9800668528759142
154,0.902270230021022
155,0.8985947197744927
156,0.9421462967832389
157,0.9068594106860589
158,0.9627467492849497
159,0.9902534827525267
160,0.9677299835556148
161,0.8698541665634408
162,0.9687865908027818
163,0.9665009557192378
164,0.8762927329849826
165,0.9654268694498463
166,0.9794301254799911
167,0.9452680000369944
168,0.9452680000369944
169,0.9699453534241387
170,0.9904423674371285
171,0.9696302138335555
172,0.9214675082797126
173,0.9779993766214424
174,0.9607364295042347
175,0.9241405461522688
176,0.9817278164017115
177,0.9538172026446239
178,0.9890742742542661
179,0.9941727130166818
180,0.8671809766769337
181,0.8772351965095629
182,0.9686391108590082
183,0.9640476328074241
184,0.9559333829941021
185,0.9768609280339489
186,0.933277645002633
187,0.9781602336470935
188,0.9538172026446239
189,0.9434409653771157
190,0.9817278164017115
191,0.9687865908027818
192,0.9249739988313918
193,0.9817278164017115
194,0.9333754748021625
195,0.9477779487537813
196,0.9860382246837651
197,0.9607946520941706
198,0.9158845940511864
199,0.9768609280339489
200,0.7968201527153457
201,0.943034214306051
202,0.9474740381548827
203,0.8196646771080739
204,0.9452680000369944
205,0.9918663810569238
206,0.9389271379385352
207,0.9809019853312299
208,0.9481168429066127
209,0.9711602171230374
210,0.9873670696481028
211,0.975713506956628
212,0.8388402952873141
213,0.9671773314289885
214,0.9350934018787769
215,0.9548950599395847
216,0.9669986058540686
217,0.9266152203278298
218,0.9592447730463379
219,0.9365553680742283
220,0.929282958377949
221,0.8777919383660947
222,0.9955370318250522
223,0.9515890389370141
224,0.9400392160148626
225,0.9797058975453936
226,0.9274219036764492
227,0.850427285464213
228,0.9635503329614246
229,0.9748860382246404
230,0.9904948053186565
231,0.9481168429066127
232,0.929385261519048
233,0.9068594106860589
234,0.9697348889051691
235,0.9741368679437825
236,0.8815355645462987
237,0.966905733019567
238,0.9725861043321805
239,0.8255718694247743
240,0.962452250489037
241,0.9654268694498463
242,0.8617409338503257
243,0.9110130944384557
244,0.902270230021022
245,0.9358813156780434
246,0.9978932978186756
247,0.9580498319978396
248,0.906323066374284
249,0.9729515850376983
250,0.9848890411920662
251,0.9906691692567512
252,0.9579978716153721
253,0.9657857058178163
254,0.9823405526682524
255,0.9853566218722991
256,0.9654268694498463
257,0.9514245939780543
258,0.9249739988313918
259,0.9500632170265565
260,0.9817278164017115
261,0.9860382246837651
262,0.9495973871200235
263,0.9594989187375206
264,0.9687865908027818
265,0.982625830030289
266,0.9481168429066127
267,0.962452250489037
268,0.9703530353960075
269,0.9729515850376983
270,0.9806713076501068
271,0.9850362731649109
272,0.9499101934413423
273,0.9856378568032018
274,0.99087734989131
275,0.9817278164017115
276,0.9098623821430621
277,0.9870192799408514
278,0.9568019379232598
279,0.9511465445091644
280,0.902270230021022
281,0.99572156775323994
282,0.9814089247384713
283,0.9515890389370141
284,0.9274219036764492
285,0.9607946520941706
