Id,Action
1,0.022064592370591843
2,0.9065392200150396
3,0.9220807655891242
4,0.7511025412485189
5,0.9823108710773851
6,0.9631663838929364
7,0.7262037914671197
8,0.9849289564016075
9,0.28208753726341357
10,0.8146452187624701
11,0.6369677798504162
12,0.5166349064623561
13,0.550600938613457
14,0.08450183877095319
15,0.7498061807990771
16,0.8741326841393745
17,0.14454969789670433
18,0.4812216619359396
19,0.9527619990700571
20,0.8741333233607512
21,0.8716723495525934
22,0.8204073299289654
23,0.40378960174191636
24,0.6375334209560558
25,0.5569194250423608
26,0.5130841484755563
27,0.882267644548303
28,0.05442541808612259
29,0.8806536779451278
30,0.32314456423694393
31,0.8547992685879107
32,0.717421220655804
33,0.7724565987234661
34,0.9438490356610136
35,0.8129427014934462
36,0.9316772193927706
37,0.8158059280736707
38,0.8826139380430891
39,0.7856562034039095
40,0.21283966272594884
41,0.16975622837079565
42,0.870385818878171
43,0.8652942378482193
44,0.8823104380403387
45,0.8429206148674333
46,0.549988220243419
47,0.9867878732164899
48,0.6832071251642297
49,0.9810205643582236
50,0.8954089890913776
51,0.821451185882065
52,0.8908296070344688
53,0.8302889975059581
54,0.9841064157292843
55,0.7895143849025095
56,0.06308681844399311
57,0.819457331521999
58,0.9784102450643409
59,0.9244138179264875
60,0.871596286362578
61,0.8038157804371849
62,0.5725737444950839
63,0.8691492407892984
64,0.9409834855999035
65,0.9471533305813286
66,0.946584792426806
67,0.6617862143687568
68,0.9770413709439202
69,0.762652558826849
70,0.06761694361491438
71,0.7298997919755166
72,0.9496527065661847
73,0.8318872310076068
74,0.9286502482661427
75,0.9189685347407341
76,0.9733943099420796
77,0.9049436443578212
78,0.4709021078448432
79,0.2510631066165595
80,0.8667881098229097
81,0.9759192860922334
82,0.8402882900259551
83,0.8049782421464289
84,0.9094212431283617
85,0.6659149110366276
86,0.0443693462531801
87,0.6333348962459027
88,0.8408242350844887
89,0.9302735888245922
90,0.3485778773423757
91,0.7793523952830138
92,0.47296791157858437
93,0.9619008836425444
94,0.3797796990491058
95,0.8105169987122683
96,0.43701263547858116
97,0.14781163977659914
98,0.7503970999115034
99,0.965586836693229
100,0.8661272956507279
101,0.752791890979515
102,0.15613855554201772
103,0.8641683555203405
104,0.4908357743178489
105,0.22573212952888727
106,0.9386213460548732
107,0.9749280250436458
108,0.6986606450271858
109,0.915602257348319
110,0.6980851869284855
111,0.29416451636566654
112,0.8341462351511165
113,0.6822688837632478
114,0.887183535050964
115,0.8757572675994897
116,0.7564569446361895
117,0.751081160999719
118,0.874351845316293
119,0.9640970100249715
120,0.8275203825853708
121,0.950058643589105
122,0.9073704427298903
123,0.20298371889721514
124,0.9292673608605159
125,0.795581292599853
126,0.39958279402687663
127,0.0928181395434717
128,0.26935537279300903
129,0.08129650677061635
130,0.8301994625570984
131,0.9738814754748154
132,0.922204706972693
133,0.751771430638086
134,0.26019477252856604
135,0.9111879654031477
136,0.6803243166956158
137,0.9336332072123511
138,0.7352059049080184
139,0.46601357858969944
140,0.9759524629768871
141,0.6685335136325464
142,0.32963053486581145
143,0.92971462141643
144,0.9559256674702213
145,0.9826673787815777
146,0.04941549394236771
147,0.0730367172593585
148,0.3495011950068965
149,0.977937502709931
150,0.8714840970401483
151,0.9237852636582321
152,0.6300569697328396
153,0.8742079442062194
154,0.6762592583646065
155,0.6537376443193375
156,0.7748583163244263
157,0.6957030972815326
158,0.9071726954831961
159,0.8276747258585974
160,0.6580453673109142
161,0.10738301373527093
162,0.9629894916033526
163,0.7229950394466671
164,0.6983456164835407
165,0.7142937903335115
166,0.9912914914032167
167,0.6167569896991936
168,0.7877414089409565
169,0.6734295443048645
170,0.9700300961388895
171,0.8909932298291792
172,0.5905218699107266
173,0.9044521738797187
174,0.7948407594655985
175,0.8739252322519099
176,0.9757548338019199
177,0.6046533797049738
178,0.9522446321291476
179,0.837488809891235
180,0.12550834281557202
181,0.15166309789919732
182,0.8070261194233231
183,0.7662544261105805
184,0.6727772272915368
185,0.9101344445872755
186,0.40740763241649014
187,0.9063050801367182
188,0.8523486569378353
189,0.5198048013042864
190,0.9518341378809347
191,0.9835963776383108
192,0.365304609074089
193,0.9823436672093991
194,0.9355796851291308
195,0.8505135749840373
196,0.9732325155332522
197,0.9067931863166558
198,0.6015207692908902
199,0.9251278990260685
200,0.24233631312163237
201,0.9234320068234647
202,0.733359119356813
203,0.3579868746075065
204,0.6847794200411518
205,0.9566454813237323
206,0.807383590244859
207,0.9198589008645869
208,0.8245593557146998
209,0.020012830252837115
210,0.7414525891083089
211,0.7315814953922057
212,0.31937576351569685
213,0.9755678808192106
214,0.7694317724480783
215,0.7958390497940964
216,0.7351771684833601
217,0.574341265010615
218,0.9179158046490788
219,0.7765775676382624
220,0.46372721310853
221,0.03865690845956585
222,0.983666116608997
223,0.9929608144641408
224,0.5722240291475957
225,0.8571622663774889
226,0.5776963083560877
227,0.23242342382401665
228,0.7761797707765792
229,0.9807381382023999
230,0.8702079713256786
231,0.81585033067385615
232,0.653833372897173
233,0.597463282118424
234,0.4086184097802173
235,0.7697464117969839
236,0.42444718461167275
237,0.6759192803848137
238,0.8254197987739404
239,0.46648708587833015
240,0.919461427908186
241,0.6212299480389982
242,0.01419375465427944
243,0.12153563881958852
244,0.8043893428704535
245,0.41564566686911414
246,0.8659753251256049
247,0.4534240422595039
248,0.6175473602952225
249,0.8805728067777098
250,0.9249473918019283
251,0.9119114901598855
252,0.5956850009916016
253,0.9168425821716727
254,0.980174817994884
255,0.9933374784308471
256,0.42207148652248794
257,0.8856369306294108
258,0.3923900327866101
259,0.3855762452228792
260,0.9822625164057462
261,0.9563552725980479
262,0.7573160059012817
263,0.9823631076535643
264,0.967296979744584
265,0.9665361670854825
266,0.8304444846685938
267,0.665041369913683
268,0.8899360804597961
269,0.836719177783524
270,0.8867380670315785
271,0.8474992814468363
272,0.5564720059991803
273,0.8909015917430892
274,0.6081180679498795
275,0.9486482987920444
276,0.8292212243554988
277,0.9663149532695633
278,0.9111532515502491
279,0.6488813043588225
280,0.5031862891915811
281,0.987039709240631
282,0.9514828001855838
283,0.07994057261382369
284,0.7618251062018079
285,0.9077486878509042
286,0.8127185638138043
287,0.9120439558193579
288,0.8094119534084403
289,0.44302436308209087
290,0.9644421003623339
291,0.1353840580596629
292,0.6997322340980671
293,0.95344337746641
294,0.8769696645820038
295,0.9245486456956084
296,0.19114557918034344
297,9.54968237202673e-4
298,0.8853562972871
299,0.15126135288322123
300,0.9472246687328253
301,0.28236510815340515
302,0.9522460404275328
303,0.14968031003915475
304,0.4037507808457578
305,0.942893065032443
306,0.801922981490369
307,0.6710713005452958
308,0.8602117187642232
309,0.28456369349547167
310,0.7000482402375764
311,0.9301173343947373
312,0.40023798920423814
313,0.8089544808845517
314,0.7623133218201644
315,0.9978626463097926
316,0.9314481223544275
317,0.4562872427420907
318,0.5626457098519477
319,0.4060799281084415
320,0.7105983258747448
321,0.8978989635568346
322,0.1773078790532879
323,0.9788394258029763
324,0.7864033845624683
325,0.7773590624650383
