Id,Action
1,0.9363052180148409
2,0.9436647037806751
3,0.9442919401976048
4,0.9427405766722365
5,0.9456297995243657
6,0.9447696958321209
7,0.9423522717346136
8,0.9458382078559916
9,0.9404328415575911
10,0.9433179600450812
11,0.9420906899063951
12,0.9411857381167978
13,0.941619982935523
14,0.9382561955761892
15,0.9425799134881205
16,0.9435223177907145
17,0.9391508821389704
18,0.9413388441295252
19,0.9448678932684578
20,0.9437634874830052
21,0.9438552288596431
22,0.9428715454907806
23,0.940440983608941
24,0.942109087760203
25,0.9414291690227687
26,0.9413090313625471
27,0.9436592344666118
28,0.9374049848966178
29,0.9435861656824902
30,0.940020045007371
31,0.9434275694849922
32,0.9425993304443522
33,0.9430042194198
34,0.9446241857421452
35,0.943052004983648
36,0.9440489274755679
37,0.9431118203876502
38,0.9442242864074234
39,0.9433780124048815
40,0.9391938076102712
41,0.939471893028966
42,0.9432126244848578
43,0.9440776650397109
44,0.943625293595454
45,0.9434588070748056
46,0.9418761864723247
47,0.9461212848906826
48,0.942613366756147
49,0.9460282664314441
50,0.9438071957975978
51,0.9431808114017292
52,0.9438288653245563
53,0.9431852753139652
54,0.9459094087058474
55,0.9432088312114411
56,0.9376302671831439
57,0.9430818287250176
58,0.9455238958735992
59,0.9443062979702396
60,0.9433529285357879
61,0.9427384023778775
62,0.9416639127904216
63,0.9441016936195717
64,0.9446999863053476
65,0.9451086867730414
66,0.9444017781269473
67,0.9421662093400509
68,0.9454469098957589
69,0.9429487378657541
70,0.9380504198137369
71,0.9425759935710334
72,0.9444054038874333
73,0.9429234028316806
74,0.9444366806650064
75,0.9441038544353263
76,0.9453688422891162
77,0.9440676201112068
78,0.9412388980535736
79,0.939968543446795
80,0.9438560744479308
81,0.9454768185022239
82,0.9435349813350924
83,0.9429704955524247
84,0.9440093263376267
85,0.9422728163665759
86,0.9372144126137383
87,0.9420302705147882
88,0.9434665840121386
89,0.9443641973596318
90,0.9406102378200161
91,0.9430053650605275
92,0.9411027357718993
93,0.9450474433204695
94,0.9407281792106723
95,0.943258653664027
96,0.9409386071160193
97,0.9390952860832231
98,0.9424895909945713
99,0.944933860894339
100,0.9437034565340529
101,0.9428161468629487
102,0.9394639046151967
103,0.9437796096319966
104,0.9415959589314279
105,0.9397467943292466
106,0.9444645333860074
107,0.9452463509440437
108,0.9425121447479483
109,0.9440746142083358
110,0.9424433546748864
111,0.9402439630295619
112,0.9431697222054236
113,0.9424181883787347
114,0.9439202234445538
115,0.9435590117019141
116,0.9426239776136995
117,0.9425868674709685
118,0.9433567976626617
119,0.9452461272432724
120,0.9429581889626998
121,0.9449501116640262
122,0.9442025352490764
123,0.9394330420619854
124,0.9443664555394643
125,0.9427700619446507
126,0.9409177565250114
127,0.9388855185421489
128,0.9402783317453051
129,0.9379070070754133
130,0.9434994741835294
131,0.9452848512116048
132,0.944211949886495
133,0.9428411766583736
134,0.9401288793353216
135,0.9441943285899423
136,0.9424394823701999
137,0.9445235157498859
138,0.9427160329886354
139,0.9413098855843376
140,0.9452590750992752
141,0.942250043698631
142,0.9399408061015623
143,0.9444495875134356
144,0.9449510611098647
145,0.9457073339129713
146,0.9378106277850743
147,0.9384125346752178
148,0.9405498078587103
149,0.9454471149584783
150,0.9434002646831783
151,0.9442679237774212
152,0.9422078148316656
153,0.943866988379081
154,0.94236941181216
155,0.9422234512697666
156,0.9430298173088448
157,0.9424488024662759
158,0.9438963205525612
159,0.9432181263284325
160,0.9419664575277177
161,0.9391015037707319
162,0.9449710851202007
163,0.9420804558417231
164,0.9425120780881743
165,0.942178370333903
166,0.9464283809096096
167,0.94204008626288
168,0.9430986444919062
169,0.9419552334456694
170,0.9455026841046454
171,0.943776364318584
172,0.9410207926552235
173,0.943740160483701
174,0.9426660941649946
175,0.9434232679901912
176,0.9451413004877681
177,0.9421924692225898
178,0.944601358617135
179,0.9435045456824697
180,0.9392145388602378
181,0.9393056218202135
182,0.9433024987960114
183,0.9426693371026229
184,0.9423592306959939
185,0.9439645548786972
186,0.9406015530259684
187,0.9438685100798034
188,0.9439515747233537
189,0.941565601711814
190,0.9448395520962216
191,0.9457812246025862
192,0.9405447061259455
193,0.9457676376218817
194,0.9447714630982673
195,0.9432477690439773
196,0.9452232027596758
197,0.9440258322501377
198,0.9416161397076928
199,0.9442124145950862
200,0.9398718095593513
201,0.9444374635577215
202,0.9426637997971791
203,0.9408487300787598
204,0.9424256466550284
205,0.945022999109687
206,0.9429830127163843
207,0.944272633020583
208,0.9434071300073702
209,0.9360308099283581
210,0.9428033571733826
211,0.9424102724012552
212,0.9403185659031056
213,0.9452316554540806
214,0.9430677035372194
215,0.9431563322730304
216,0.9427620042133875
217,0.9418037859624632
